ID,IMSI,IMEI,Citizenship No.,First Name,Last Name,Gender,DOB,Age,Maritial status,Phone no ,Type,Zone,Development Region,District,Latitude,Longitude,E-mail,Subscription date,Start date,End date,SMS,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Total_calls,Total_charge
98,'429017185266819,'236559386256302,912385586,Martin,Edwards,Male,9/29/1992,25,0,9843562427,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Martin.Edwards@gmail.com,10/8/2013,20160101,20160112,0,106,36.7,107,17.05,107,8.79,320,62.54
99,'429014663281132,'449921224930995,347485795,Alan,James,Male,6/1/1995,22,0,9848212690,PREPAID,Bagmati,Central,Dhading,27.9711 N,84.8985 E,Alan.James@gmail.com,4/9/2015,20160101,20160114,7,95,9.78,131,22.57,128,10.99,354,43.34
100,'429018011526416,'180492571842336,261625574,Kathy,Ruiz,Female,8/3/1973,44,1,9851303889,POSTPAID,Rapti,Mid-Western,Rukum,28.7434 N ,82.4753 E,Kathy.Ruiz@hotmail.com,10/9/2010,20160101,20160117,0,47,41.91,84,16.62,96,9.02,227,67.55
101,'429019491123178,'805551968296270,600028769,Steve,Cunningham,Male,12/2/1989,28,0,9849924194,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Steve.Cunningham@gmail.com,9/20/2013,20160101,20160119,0,66,47.77,108,13.65,74,3.51,248,64.93
102,'429012945414505,'932129610396466,576197858,Judith,James,Female,6/2/1985,32,1,9846426785,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Judith.James@yahoo.com,7/7/2013,20160101,20160117,7,97,21.57,102,14.19,77,6.53,276,42.29
103,'429015706004317,'325750791853867,617906495,Virginia,Taylor,Female,1/23/1980,37,1,9849868605,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Virginia.Taylor@gmail.com,3/24/2007,20160101,20160121,0,103,21.39,96,17.65,143,9.33,342,48.37
104,'429019875726754,'226160536781592,767717766,Norma,Allen,Female,7/23/1979,38,1,9851445413,POSTPAID,Gandaki,Western,Gorkha,28.4764 N,84.6897 E,Norma.Allen@yahoo.com,10/29/2007,20160101,20160111,8,78,39.03,108,17.48,91,7.48,277,63.99
105,'429019955996920,'728786733323129,464581718,Christina,Gutierrez,Female,3/8/1959,58,1,9851402642,POSTPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Christina.Gutierrez@gmail.com,8/5/2001,20160101,20160115,0,121,21.81,93,16.75,152,6.23,366,44.79
106,'429018383160734,'526897855027031,323880562,Harry,Smith,Male,2/24/1981,36,1,9846011948,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Harry.Smith@gmail.com,11/15/2003,20160101,20160116,9,97,52.77,123,5.65,99,11.09,319,69.51
107,'429014905324128,'394328106793540,144181527,Harold,Stewart,Male,12/23/1964,53,1,9846774468,PREPAID,Janakpur,Central,Sarlahi,26.9627 N,85.5612 E,Harold.Stewart@gmail.com,1/10/2007,20160101,20160127,8,104,32.78,96,19.92,101,9.14,301,61.84
108,'429018435675543,'143694944649113,367496302,John,Henry,Male,10/28/1987,30,1,9845493043,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,John.Henry@gmail.com,2/3/2012,20160101,20160115,0,91,33.73,106,22.5,101,5.01,298,61.24
109,'429013146731154,'678845849215045,649352300,Terry,Welch,Male,8/18/1999,18,0,9841569629,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Terry.Welch@yahoo.com,2/25/2015,20160101,20160129,9,61,35.92,119,8.98,63,7.92,243,52.82
110,'429016853382544,'876186750143266,958305913,Arthur,Nguyen,Male,7/24/1998,19,0,9844448697,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Arthur.Nguyen@gmail.com,6/25/2014,20160101,20160127,0,125,33.51,136,18.23,103,12.7,364,64.44
111,'429013189847033,'131034273351058,274751480,Thomas,Flores,Male,6/26/1982,35,1,9846882171,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Thomas.Flores@gmail.com,8/1/2007,20160101,20160118,0,110,37.67,123,11.07,108,9,341,57.74
112,'429018918829289,'426506565875262,869967820,Jane,Morgan,Female,2/8/1977,40,1,9844156787,PREPAID,seti,Far-Western,Bajura,29.6155 N,81.6035 E,Jane.Morgan@hotmail.com,2/11/2008,20160101,20160122,0,110,30.07,100,14.27,138,8.2,348,52.54
113,'429012829610941,'170886165218671,599494220,Jane,Reyes,Female,12/2/1988,29,1,9842554542,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Jane.Reyes@gmail.com,1/22/2006,20160101,20160126,0,96,34.53,126,18.45,122,8.14,344,61.12
114,'429018456289552,'745746082240860,102980917,Annie,Hawkins,Female,4/9/1981,36,1,9842705804,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Annie.Hawkins@gmail.com,1/9/2009,20160101,20160112,0,84,43.13,109,19.48,123,8.57,316,71.18
115,'429019263683133,'645071544217289,611902698,Richard,Ray,Male,9/5/1980,37,1,9851163424,POSTPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Richard.Ray@gmail.com,9/28/2016,20160101,20160118,0,103,18.77,102,11.67,105,8.53,310,38.97
116,'429017112131017,'623586472007154,491707843,Scott,Bennett,Male,9/25/1978,39,1,9845569354,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Scott.Bennett@gmail.com,6/29/2014,20160101,20160128,6,101,41.23,114,8.74,89,6.41,304,56.38
117,'429014150251935,'500777295295531,802061169,Patrick,Walker,Male,7/8/1964,53,1,9846009169,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Patrick.Walker@gmail.com,10/22/2006,20160101,20160114,7,117,20.28,109,18.28,90,8.04,316,46.6
118,'429018266928506,'473668810585120,638670251,Carolyn,Grant,Female,2/18/1995,22,0,9851158726,POSTPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Carolyn.Grant@gmail.com,2/17/2010,20160101,20160127,0,106,22.85,98,17.96,125,8.71,329,49.52
119,'429016362737129,'947093169055000,816633067,Clarence,Rose,Male,3/22/1985,32,1,9848699941,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Clarence.Rose@gmail.com,7/6/2006,20160101,20160118,0,109,39.87,129,18.4,94,8.62,332,66.89
120,'429012691689613,'828084330504767,409789421,Janet,Wilson,Female,10/7/1997,20,0,9846401889,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Janet.Wilson@gmail.com,5/8/2013,20160101,20160117,0,103,29.56,83,23.49,113,8.59,299,61.64
121,'429019810614009,'357533702383686,321547225,Randy,Matthews,Male,6/2/1965,52,1,9841558921,PREPAID,koshi,Eastern,Dhankuta,26.9835 N,87.3215 E,Randy.Matthews@gmail.com,2/1/2002,20160101,20160127,0,113,33.51,95,22.05,135,6.06,343,61.62
122,'429018983113854,'537825214542601,940199884,Joe,Marshall,Male,11/10/1995,22,0,9843583434,PREPAID,Bagmati,Central,Rasuwa,28.1727 N,85.3136 E,Joe.Marshall@gmail.com,9/5/2011,20160101,20160110,0,129,20.81,108,9.64,97,8.11,334,38.56
123,'429017421647583,'391884167238411,831400688,Robin,Dunn,Female,5/7/1973,44,1,9847529236,PREPAID,Karnali,Mid-Western,Dolpa,29.0539 N,83.0791 E,Robin.Dunn@hotmail.com,5/13/2010,20160101,20160123,0,121,37.91,98,9.36,107,8.49,326,55.76
124,'429015146563099,'909350080325274,217793473,Jeffrey,Bennett,Male,10/9/1989,28,1,9846977337,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Jeffrey.Bennett@gmail.com,6/9/2010,20160101,20160117,0,85,25.6,128,10.12,123,10.48,336,46.2
125,'429016015576017,'606031278885520,101942172,Justin,Sims,Male,10/17/1963,54,1,9844608382,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Justin.Sims@yahoo.com,2/16/2000,20160101,20160113,0,67,36.7,108,18.45,130,15.43,305,70.58
126,'429016690011306,'326075265317692,991923187,Wayne,Price,Male,2/29/1950,67,1,9851140860,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Wayne.Price@yahoo.com,9/4/2001,20160101,20160129,0,115,44.27,46,12.41,87,12.13,248,68.81
127,'429013791458991,'847890990643388,855169422,Tammy,Hamilton,Female,11/10/1958,59,1,9851849798,POSTPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Tammy.Hamilton@hotmail.com,4/26/2016,20160101,20160110,0,118,23.38,88,17.27,131,6.75,337,47.4
128,'429015132397351,'876512264828503,874837689,Irene,Baker,Female,7/2/1958,59,1,9851175165,POSTPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Irene.Baker@hotmail.com,8/20/2011,20160101,20160120,6,128,44.51,104,18.75,91,6.15,323,69.41
129,'429016405006211,'163015760297291,608120057,Denise,Bradley,Female,4/27/1994,23,0,9851123002,POSTPAID,seti,Far-Western,Kailali,28.8314 N,80.8987 E,Denise.Bradley@hotmail.com,3/27/2015,20160101,20160111,0,107,28.8,71,16.76,79,9.1,257,54.66
130,'429013783649511,'515119480678295,366162344,Keith,Butler,Male,6/9/1983,34,1,9851235797,POSTPAID,Bagmati,Central,Sindhupalchok,27.9512 N,85.6846 E,Keith.Butler@gmail.com,1/16/2016,20160101,20160130,0,129,20.81,108,9.64,97,8.11,334,38.56
131,'429015169011155,'421120143192070,953424686,Wanda,Thomas,Female,1/11/1990,27,0,9849149742,PREPAID,Janakpur,Central,Dholkha,27.7784 N,86.1752 E,Wanda.Thomas@gmail.com,6/3/2007,20160101,20160113,0,116,20.59,100,15.84,75,10.88,291,47.31
132,'429014259178520,'639369046850933,365326045,George,Austin,Male,8/14/1995,22,1,9843269158,PREPAID,Bagmati,Central,Rasuwa,28.1727 N,85.3136 E,George.Austin@gmail.com,5/28/2012,20160101,20160120,0,107,38.34,105,20.94,81,11.06,293,70.34
133,'429019010930786,'846956393071660,873445886,Nancy,Lawson,Female,3/11/2001,16,0,9847877150,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Nancy.Lawson@yahoo.com,11/11/2016,20160101,20160115,5,135,43.57,106,15.32,135,8.43,376,67.32
134,'429018824787222,'435191073033499,867821582,Albert,Jordan,Male,5/24/1950,67,1,9845874662,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Albert.Jordan@yahoo.com,1/19/2003,20160101,20160128,9,111,46.26,118,22.82,105,9.62,334,78.7
135,'429011717181719,'142669275596217,515607738,Elizabeth,Morrison,Female,12/16/1969,48,1,9851602765,POSTPAID,Rapti,Mid-Western,Pyuthan,28.1017 N,82.8533 E,Elizabeth.Morrison@hotmail.com,7/6/2016,20160101,20160123,0,114,34.94,99,18.64,95,9.72,308,63.3
136,'429014887255455,'334691278697893,519461605,Gerald,Kelly,Male,9/25/1981,36,1,9847870652,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Gerald.Kelly@yahoo.com,10/23/2008,20160101,20160119,5,91,24.94,78,17.3,110,9.15,279,51.39
137,'429011198251824,'870710740903270,538171075,Kenneth,Little,Male,1/12/1983,34,1,9841596044,PREPAID,Gandaki,Western,Lamjung,28.2765 N,84.3542 E,Kenneth.Little@yahoo.com,9/19/2014,20160101,20160114,0,63,33.05,110,21.67,115,7.21,288,61.93
138,'429019747341636,'305577793860905,663912082,Doris,James,Female,11/25/1984,33,1,9851569903,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Doris.James@yahoo.com,1/28/2016,20160101,20160114,0,133,21.22,143,13.37,72,8.97,348,43.56
139,'429012897761874,'599229640133064,275717812,Ronald,Medina,Male,11/9/1957,60,1,9844729674,PREPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Ronald.Medina@hotmail.com,12/26/2009,20160101,20160118,0,122,25.45,75,17.94,90,5.14,287,48.53
140,'429016030941281,'764094450866172,689942701,Sandra,Fisher,Female,7/17/1989,28,0,9848219314,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Sandra.Fisher@gmail.com,12/30/2015,20160101,20160114,0,112,31.64,66,16.17,57,12.73,235,60.54
141,'429012295167867,'897892409230413,130784477,Jesse,Perkins,Male,12/16/1971,46,1,9843793317,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Jesse.Perkins@hotmail.com,9/10/2000,20160101,20160129,0,90,17.02,93,19.83,57,9.2,240,46.05
142,'429013896710891,'477693794858867,348537580,Susan,Fuller,Female,5/29/1977,40,1,9848146418,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Susan.Fuller@gmail.com,11/1/2014,20160101,20160120,0,99,21.27,62,21.15,79,9.51,240,51.93
143,'429016909804800,'241529854591576,154386671,Paul,Wheeler,Male,8/13/1978,39,1,9842195148,PREPAID,Gandaki,Western,Gorkha,28.4764 N,84.6897 E,Paul.Wheeler@yahoo.com,12/12/2007,20160101,20160127,0,106,54.83,93,17.39,128,8.38,327,80.6
144,'429013185976838,'659978440191295,849583107,Fred,Bell,Male,9/21/1977,40,1,9847587719,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Fred.Bell@yahoo.com,3/16/2001,20160101,20160119,0,81,34.54,99,12.96,76,8.9,256,56.4
145,'429019669749870,'905250266429733,178959067,Julia,Taylor,Female,5/8/1960,57,1,9849363933,PREPAID,Bheri,Mid-Western,Banke,28.1461 N,81.7787 E,Julia.Taylor@hotmail.com,2/19/2007,20160101,20160129,0,105,25.96,80,21.89,93,8.91,278,56.76
146,'429015649192057,'905456326202119,446944338,Andrea,Coleman,Female,4/22/1977,40,1,9842278234,PREPAID,Karnali,Mid-Western,Mugu ,29.5069 N,82.0843 E,Andrea.Coleman@hotmail.com,12/8/2007,20160101,20160124,7,120,35.92,122,13.82,118,6.06,360,55.8
147,'429011940764412,'915350397242597,568505208,Mildred,Ford,Female,2/14/2000,17,0,9849601984,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Mildred.Ford@hotmail.com,9/9/2015,20160101,20160118,0,112,38.42,118,21.12,142,6.32,372,65.86
148,'429012408504125,'861656813259175,870301301,Ryan,Ross,Male,12/9/1937,80,1,9851245368,POSTPAID,Dhaulagiri,Western,Baglung,28.3683 N,83.2934 E,Ryan.Ross@yahoo.com,9/13/2004,20160101,20160118,0,129,17.95,129,21.95,77,9.59,335,49.49
149,'429018195272386,'873813391559301,413802639,Phyllis,Brooks,Female,5/8/1976,41,1,9843522955,PREPAID,Mahakali,Far-Western,Baitadi ,29.5013 N,80.5883 E,Phyllis.Brooks@hotmail.com,6/15/2013,20160101,20160125,5,107,27.59,115,19.88,94,12.48,316,59.95
150,'429016622062518,'224637973648592,471474164,Wayne,Gilbert,Male,5/9/1977,40,1,9849647899,PREPAID,Narayani,Central,Rautahat,27.0487 N,85.3136 E,Wayne.Gilbert@gmail.com,4/17/2012,20160101,20160121,0,96,36.65,127,16.44,115,4.74,338,57.83
151,'429015982613860,'978920934200480,902515567,Christina,Castillo,Female,3/1/1996,21,0,9845038710,PREPAID,Janakpur,Central,Dholkha,27.7784 N,86.1752 E,Christina.Castillo@gmail.com,12/6/2016,20160101,20160116,0,97,11.12,76,14.3,113,10.62,286,36.04
152,'429015451560700,'303428642914309,402267015,Jean,Smith,Female,7/1/1946,71,1,9842396220,PREPAID,Gandaki,Western,Gorkha,28.4764 N,84.6897 E,Jean.Smith@yahoo.com,7/3/2005,20160101,20160122,0,79,36.35,93,22.53,128,10.79,300,69.67
153,'429013791123833,'177964167846515,191291720,Emily,Hernandez,Female,10/18/1970,47,1,9847095774,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Emily.Hernandez@gmail.com,8/5/2013,20160101,20160121,6,84,43.96,111,18.87,97,14.69,292,77.52
154,'429018072741380,'765125337456026,883188617,Andrea,Hall,Female,3/17/1996,21,0,9847498403,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Andrea.Hall@yahoo.com,9/8/2011,20160101,20160127,0,112,48.98,92,21.93,90,8.66,294,79.57
155,'429019747257884,'572845652253145,192185108,Julia,Duncan,Female,7/11/2000,17,0,9851562496,POSTPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Julia.Duncan@gmail.com,5/11/2015,20160101,20160112,0,105,36.11,118,19.09,105,9.96,328,65.16
156,'429015541437988,'458356188947665,860896327,Evelyn,Moreno,Female,1/27/1963,54,1,9846463926,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Evelyn.Moreno@gmail.com,7/25/2001,20160101,20160122,0,105,43.55,102,13.66,80,11.22,287,68.43
157,'429011827823428,'336273837321370,678905170,Norma,Williamson,Female,2/2/1978,39,1,9851963138,POSTPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Norma.Williamson@gmail.com,5/2/2008,20160101,20160111,0,85,28.37,92,18.8,97,8.88,274,56.05
158,'429014644945696,'437812815167112,290276723,Billy,Graham,Male,4/27/1976,41,1,9851508980,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Billy.Graham@yahoo.com,3/3/2016,20160101,20160119,0,77,28.82,87,10.54,92,9.87,256,49.23
159,'429018155987300,'126843002366778,109586938,Brenda,Black,Female,6/22/1980,37,1,9848864172,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Brenda.Black@yahoo.com,7/24/2016,20160101,20160127,9,119,26.21,98,9.37,117,10.23,334,45.81
160,'429019115686743,'481857402461555,342077123,Catherine,Hunt,Female,3/18/1993,24,0,9847343855,PREPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Catherine.Hunt@gmail.com,6/26/2013,20160101,20160128,0,122,17.2,87,12.04,124,8.93,333,38.17
161,'429012908228538,'816523186507576,984100812,Eric,Snyder,Male,3/26/1968,49,1,9844776123,PREPAID,seti,Far-Western,Doti ,29.2006 N,80.8987 E,Eric.Snyder@hotmail.com,1/19/2004,20160101,20160119,0,110,16.92,80,10.97,124,5.63,314,33.52
162,'429014594490191,'891995563632713,982216370,Cheryl,Duncan,Female,1/2/1976,41,1,9845487529,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Cheryl.Duncan@yahoo.com,6/7/2003,20160101,20160110,8,97,18.55,96,9.83,84,13.31,277,41.69
163,'429012032102532,'324909679506092,586678630,Stephen,Mitchell,Male,2/9/1981,36,1,9851604388,POSTPAID,Bagmati,Central,Dhading,27.9711 N,84.8985 E,Stephen.Mitchell@gmail.com,3/27/2000,20160101,20160122,10,107,24.19,56,10.09,91,10.8,254,45.08
164,'429018987899820,'572706813440087,593737966,Helen,Washington,Female,8/20/1969,48,1,9846194917,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Helen.Washington@hotmail.com,8/17/2006,20160101,20160122,0,78,36.65,119,16.6,65,8.75,262,62
165,'429018454422644,'711045675265655,813204460,Carol,Frazier,Female,8/15/1995,22,0,9841012145,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Carol.Frazier@gmail.com,3/6/2013,20160101,20160128,0,111,38.22,101,16.15,110,9.96,322,64.33
166,'429018658549657,'931860762785985,612003279,Justin,Robertson,Male,10/18/1966,51,1,9851396872,POSTPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Justin.Robertson@yahoo.com,5/20/2003,20160101,20160127,0,102,9.4,124,14,108,9.03,334,32.43
167,'429017092661247,'518323955210523,777120161,Bobby,King,Male,10/30/1985,32,1,9846148065,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Bobby.King@yahoo.com,2/15/2006,20160101,20160126,0,116,31.94,117,13.4,86,10.23,319,55.57
168,'429018828255629,'217065062533403,385533055,Philip,Cole,Male,1/10/1966,51,1,9851276620,POSTPAID,Janakpur,Central,Sarlahi,26.9627 N,85.5612 E,Philip.Cole@gmail.com,7/28/2011,20160101,20160115,0,84,24.87,113,21.75,117,2.03,314,48.65
169,'429019099494090,'851632412936644,980193776,Jimmy,Bryant,Male,3/19/1981,36,1,9844264655,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Jimmy.Bryant@gmail.com,5/6/2005,20160101,20160110,0,103,23.48,100,13.98,63,6.07,266,43.53
170,'429019753239286,'799603560188560,471714294,Brenda,Lane,Female,9/25/1994,23,1,9849873066,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Brenda.Lane@gmail.com,6/22/2016,20160101,20160118,9,93,41.11,83,14.49,104,13.29,280,68.89
171,'429018835994559,'342110081602085,117083522,James,Mccoy,Male,4/28/1991,26,0,9843433408,PREPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,James.Mccoy@hotmail.com,4/21/2007,20160101,20160115,0,114,26.18,137,23.63,112,10.28,363,60.09
172,'429019102274630,'471734977749126,323594276,Howard,Carroll,Male,1/12/1991,26,0,9845281024,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Howard.Carroll@yahoo.com,5/2/2016,20160101,20160118,0,90,30.06,81,19.1,77,9.21,248,58.37
173,'429018780963440,'656592196162391,231717773,Susan,Knight,Female,6/10/1998,19,1,9841509216,PREPAID,Bagmati,Central,Nuwakot,27.8866 N,85.1479 E,Susan.Knight@gmail.com,1/19/2015,20160101,20160123,0,91,30.96,98,14.42,86,7.41,275,52.79
174,'429019294392729,'799539181059233,760473935,Kimberly,Payne,Female,3/29/1977,40,1,9844878049,PREPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Kimberly.Payne@gmail.com,2/26/2013,20160101,20160116,0,108,28.97,68,29.79,87,13.37,263,72.13
175,'429011266065474,'756898240645982,390706450,Elizabeth,Gordon,Female,11/21/1992,25,0,9851991789,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Elizabeth.Gordon@gmail.com,8/19/2007,20160101,20160113,0,126,32.27,133,13.88,126,11.92,385,58.07
176,'429016877055012,'753564350601661,896481582,Michelle,Thomas,Female,2/29/1978,39,1,9851413561,POSTPAID,Lumbini,Western,Rupandehi ,27.6264 N,83.3789 E,Michelle.Thomas@hotmail.com,2/14/2011,20160101,20160118,5,105,37.71,85,13.74,62,10.25,252,61.7
177,'429019463733601,'251670780335105,328341811,Diana,Garza,Female,4/13/1987,30,1,9846069467,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Diana.Garza@gmail.com,12/20/2011,20160101,20160117,7,124,10.68,66,14.48,78,12.61,268,37.77
178,'429012711198361,'389541876243631,108423759,Laura,Moreno,Female,3/2/1963,54,1,9843546192,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Laura.Moreno@yahoo.com,10/11/2011,20160101,20160111,0,117,22.12,61,16.66,123,6.27,301,45.05
179,'429018138361852,'487653507277831,758385360,Sharon,Rivera,Female,9/4/1999,18,0,9847617281,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Sharon.Rivera@yahoo.com,5/13/2014,20160101,20160128,0,109,39.51,95,15.93,107,10.4,311,65.84
180,'429015212165856,'794681002723675,649744502,Craig,Harris,Male,4/30/1996,21,0,9845582800,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Craig.Harris@gmail.com,10/6/2016,20160101,20160130,0,89,39.92,131,9.08,122,8.03,342,57.03
181,'429014262004326,'888098828652620,158812298,Lois,Allen,Female,4/25/1967,50,1,9842649115,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Lois.Allen@hotmail.com,3/19/2007,20160101,20160115,0,114,44.18,94,14.98,112,3.47,320,62.63
182,'429018708399188,'842426596846472,452493791,Carol,Hayes,Female,5/2/1986,31,1,9848575679,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Carol.Hayes@gmail.com,4/1/2013,20160101,20160127,0,145,36.43,135,22.82,92,10.85,372,70.1
183,'429015360283282,'450499408473192,254964808,Nicole,Larson,Female,8/4/1979,38,1,9849428793,PREPAID,Rapti,Mid-Western,Pyuthan,28.1017 N,82.8533 E,Nicole.Larson@hotmail.com,11/21/2012,20160101,20160111,0,88,35,86,17.79,84,13.05,258,65.84
184,'429011440440217,'874234796002151,462644571,Mildred,Mitchell,Female,6/7/1998,19,0,9844431277,PREPAID,Bagmati,Central,Kavrepalanchok,27.5259 N,85.5612 E,Mildred.Mitchell@gmail.com,4/27/2013,20160101,20160114,0,78,36.65,119,16.6,65,8.75,262,62
185,'429018540691616,'547883240062443,757165161,Adam,Lewis,Male,4/15/1983,34,1,9851193515,POSTPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Adam.Lewis@hotmail.com,7/13/2012,20160101,20160120,6,127,35.55,80,9.02,90,8.08,297,52.65
186,'429017558022023,'152613814365774,261093475,Marilyn,Patterson,Female,2/15/1994,23,1,9846076056,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Marilyn.Patterson@gmail.com,2/28/2013,20160101,20160110,0,79,18.79,111,18.97,64,7.63,254,45.39
187,'429011969400621,'931912718943036,224626427,Shawn,Murphy,Male,1/5/1988,29,1,9845081735,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Shawn.Murphy@yahoo.com,3/16/2003,20160101,20160111,0,99,31.28,134,6.49,96,8.33,329,46.1
188,'429018075218850,'150625456563264,710539058,Thomas,Meyer,Male,2/20/1992,25,1,9843868046,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Thomas.Meyer@gmail.com,7/5/2008,20160101,20160117,0,109,30.07,104,7.71,69,10.71,282,48.49
